OBJECTID,ID,SPECIES,STREET,HOUSE_NUMBER,TOWN,SEASON_PLANTED,ObservationDate_baseline,SiteType_baseline,LandUse_baseline,DBH_baseline,DBH_Height_baseline,DBH2_baseline,DBH2_Height_baseline,Height_baseline,Width_baseline,Mortality_baseline,BasalSprouts_baseline,Vigor_baseline,Condition_baseline,Comments_baseline,LocationNotes,SiteType_2023,LandUse_2023,DBH_2023,DBH_Height_2023,DBH2_2023,DBH2_Height_2023,Height_2023,Width_2023,Mortality_2023,BasalSprouts_2023,Vigor_2023,Condition_2023,Comments_2023,Crew_Initials_2023,ObservationDate_2023,Editor,SHADE,ORNAMENTAL,EVERGREEN,LONGITUDE,LATITUDE,POINT_X,POINT_Y,Scientific.Name,geometry,FORESTER
459,2908,Japanese Stewartia,MARY ANN DR,19,Worcester,Fall 2010,6/25/2015,,,0,,0,,0,0,Removed,NA,,,  ,,FY,SFR-D,0,0,0,0,0,0,Removed,N,,,,CBARRC,7/6/2023,CBate_clarku,0,1,0,175852.6423,894415.4075,-71.79284537,42.29984644,Stewartia pseudocamellia,,AP
637,3518,Snow Goose Cherry,RANDOLPH RD,104,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,MP,INST,9.2,34,0,0,19,18,Alive,N,1,Good,Not sure if INST OR SFR,AP CK CB,6/14/2023,apai_clarku,0,1,0,175358.423,894420.7386,-71.79883915,42.29987901,prunus serrulata,,N/A
633,3514,Honeylocust,RANDOLPH RD,104,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,MP,INST,6.7,54,0,0,22.2,22.5,Alive,Y,1,Good,,AP CK CB,6/14/2023,apai_clarku,1,0,0,175344.1163,894421.5441,-71.79901269,42.29988581,Gleditsia triacanthos,,N/A
636,3517,Snow Goose Cherry,RANDOLPH RD,104,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,MP,INST,4.5,54,0,0,15,7,Alive,N,1,Good,Not sure if INST or SFR,AP CK CB,6/14/2023,apai_clarku,0,1,0,175362.117,894426.722,-71.79879461,42.29993299,prunus serrulata,,N/A
642,3523,White Fir,RANDOLPH RD,104,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,MP,INST,6.1,48,0,0,9.3,9.9,Alive,N,1,Good,Super short and round,AP CK CB,6/14/2023,apai_clarku,0,0,1,175331.9722,894430.0418,-71.79916033,42.29996193,Abies concolor,,N/A
641,3522,White Fir,RANDOLPH RD,104,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,MP,INST,5,54,0,0,9,9.6,Alive,N,1,Good,Short and round; not sure if on odd fellows property or private,AP CK CB,6/14/2023,apai_clarku,0,0,1,175352.327,894430.1082,-71.79891348,42.29996317,Abies concolor,,N/A
638,3519,White Fir,RANDOLPH RD,104,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,MP,INST,5.5,54,0,0,11.6,8.5,Alive,N,1,Good,,AP CK CB,6/14/2023,apai_clarku,0,0,1,175340.7549,894430.1091,-71.79905382,42.29996281,Abies concolor,,N/A
2166,1053267,Swamp White Oak,TYLEE AVE,36,Worcester,Spring 2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,4.5,0,0,0,24.8,15.5,Alive,N,2,Good,,CBCKAS,6/29/2023,CBate_clarku,1,0,0,176752.4637,894430.2985,-71.78193352,42.3000078,Quercus bicolor,,CP
2167,1053268,Scarlet Oak,TYLEE AVE,36,Worcester,Spring 2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,3.7,0,0,0,29.4,16.3,Alive,N,1,Good,,CBCKAS,6/29/2023,CBate_clarku,1,0,0,176763.8358,894438.256,-71.78179593,42.30007978,Quercus coccinea,,CP
2165,1053266,Balsam Fir,TYLEE AVE,36,Worcester,Spring 2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,3.85,0,0,0,17,11,Alive,N,1,Good,,CBCKAS,6/29/2023,CBate_clarku,0,0,1,176745.5123,894442.444,-71.78201831,42.30011694,Abies balsamea,,CP
2290,1054043,Honeylocust,TYLEE AVE,38,Worcester,Spring 2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,1,0,0,0,7,7.75,Alive,N,1,Good,on a hill,CBCKAS,6/29/2023,CBate_clarku,1,0,0,176734.579,894452.8813,-71.78215132,42.30021058,Gleditsia triacanthos,,NT
820,10773,Beech,GRAYSTONE CIR,1,Worcester,Fall 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,N,,,,KS TH,6/15/2023,THonnef_clarku,1,0,0,176299.2627,894456.4244,-71.78743073,42.30022939,Fagus sylvatica,,NT
2289,1054042,Honeylocust,TYLEE AVE,38,Worcester,Spring 2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,1.8,1.7,0,0,13.5,20.25,Alive,N,1,Good,planted on hill,CBCKAS,6/29/2023,CBate_clarku,1,0,0,176730.2352,894464.6487,-71.78220448,42.30031639,Gleditsia triacanthos,,NT
302,2096,Kousa Dogwood,FRATERNAL AVE,2,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-D,5.9,16,0,0,11.5,13.5,Alive,N,1,Good,,AR KS AP NG,6/26/2023,ARichmondCrosset_clarku,0,1,0,175492.7358,894469.151,-71.79721234,42.30031908,Cornus kousa,,DC
2495,14508,Cherry,DICK DR,33,Worcester,Spring 2011,10/7/2015,FY,SFR-D,3.5,4.5,0,,16,16.38,Alive,N,1,Good,"Very big, check planting date",front yard 10ft in front of bed 15 ft from rd,FY,SFR-D,12.6,46,NA,NA,25,33.5,Alive,N,2,Fair,,JA FW,9/27/2023,JaAndrews_clarku,0,1,0,172100.7116,894474.6206,-71.83834904,42.30025455,Prunus spp.,,AP
303,2097,Kousa Dogwood,FRATERNAL AVE,2,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-D,5.6,28,0,0,13.9,18,Alive,N,1,Good,,AR KS,6/26/2023,ARichmondCrosset_clarku,0,1,0,175493.3893,894475.1366,-71.79720467,42.30037299,Cornus kousa,,DC
1265,13109,White Fir,BURNCOAT ST,210,Worcester,Fall 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,N,,,,CB RC AR,7/6/2023,CBate_clarku,0,0,1,176089.2602,894477.0254,-71.78997836,42.30040846,Abies concolor,,CP
351,2249,Red Oak,HILMA ST,8,Worcester,Fall 2010,6/25/2015,Back Yard,Single-Family,1.48,,1.6,,14.83333333,13.35416667,Alive,Y,1,Good,  ,,BY,SFR-A,7.6,41,0,0,27.2,19.5,Alive,N,1,Good,,AR KS AP NG,6/26/2023,ARichmondCrosset_clarku,1,0,0,175585.5783,894484.4403,-71.79608705,42.30045963,Quercus rubra,,DC
348,2246,Honeylocust,HILMA ST,8,Worcester,Fall 2010,6/25/2015,Back yard,Single-family,3.35,,0,,20.33333333,14.29166667,Alive,N,1,Good,  ,,BY,SFR-D,8.8,54,0,0,34,25,Alive,N,2,Good,,AR KS AP NG,6/26/2023,ARichmondCrosset_clarku,1,0,0,175578.8427,894485.1083,-71.79616876,42.30046544,Gleditsia triacanthos,,DC
350,2248,Kousa Dogwood,HILMA ST,8,Worcester,Fall 2010,6/25/2015,Back Yard,Single-Family,0.94,,0,,10,8.208333333,Alive,Y,1,Good," Needs water, leaves curling ",,BY,SFR-D,0,0,0,0,0,0,Removed,N,,,,AR KS AP NG,6/26/2023,ARichmondCrosset_clarku,0,1,0,175593.3332,894485.1786,-71.79599303,42.30046652,Cornus kousa,,DC
1037,11984,Kousa Dogwood,HILMA ST,2,Worcester,Fall 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,N,,,,AR KS AP NG,6/26/2023,NGeron_clarku,0,1,0,175514.645,894486.1844,-71.79694736,42.30047312,Cornus kousa,,DC
345,2243,Honeylocust,HILMA ST,6,Worcester,Fall 2010,6/25/2015,Back yard,Single-family,3.57,,0,,23.33333333,17.625,Alive,N,1,Good,  ,,BY,SFR-D,10.9,54,0,0,35.4,26.5,Alive,N,1,Good,,AR KS AP NG,6/26/2023,ARichmondCrosset_clarku,1,0,0,175557.9766,894486.5251,-71.79642187,42.30047754,Gleditsia triacanthos,,DC
1036,11983,Cherry,HILMA ST,2,Worcester,Fall 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,16.8,0,Alive,N,1,Good,,AR KS AP NG,6/26/2023,ARichmondCrosset_clarku,0,1,0,175530.201,894486.9283,-71.79675874,42.3004803,Prunus spp.,,DC
1740,15271,Sweetgum,HILMA ST,4,Worcester,Spring 2011,6/25/2015,Back Yard,Single-Family,1.67,,0,,13,1.916666667,Alive,Y,3,Fair," dying, weed whacker damage, see photo ",,BY,SFR-D,0,0,0,0,0,0,Removed,N,,,,AR KS AP NG,6/26/2023,ARichmondCrosset_clarku,1,0,0,175538.935,894487.2122,-71.79665283,42.30048313,Liquidambar styraciflua,,MW
346,2244,Red Oak,HILMA ST,6,Worcester,Fall 2010,6/25/2015,Back yard,Single-family,0.69,,0,,7,4.833333333,Alive,Y,1,Fair," vinechoking tree, dying, red lumps on leaves ",,BY,SFR-A,5.6,54,0,0,22.8,18.5,Alive,N,1,Good,,AR KS AP NG,6/26/2023,ARichmondCrosset_clarku,1,0,0,175570.8282,894488.0845,-71.79626608,42.30049198,Quercus rubra,,DC
344,2242,Red Oak,HILMA ST,4,Worcester,Fall 2010,6/25/2015,Back Yard,Single-Family,2.09,,0,,17.33333333,7.041666667,Alive,N,1,Good, Some herbivory ,,BY,SFR-D,8.7,54,0,0,33.9,22,Alive,N,1,Good,,AR KS AP NG,6/26/2023,ARichmondCrosset_clarku,1,0,0,175550.3267,894488.4332,-71.79651473,42.30049448,Quercus rubra,,DC
1264,13108,White Fir,BURNCOAT ST,210,Worcester,Fall 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,N,,,,,7/6/2023,racolon_clarku,0,0,1,176088.3114,894489.9148,-71.7899904,42.30052447,Abies concolor,,CP
1263,13107,Dawn Redwood,BURNCOAT ST,210,Worcester,Fall 2011,NA,NA,alive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,6,0,0,0,25,19,Alive,N,1,Good,a lot do norway maples,CB AR,6/13/2023,CBate_clarku,0,0,1,176075.898,894489.9885,-71.79014095,42.30052475,Metasequoia glyptostroboides,,CP
2317,1054113,Fraser Fir,BEVERLY RD,248,Worcester,Spring 2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-D,0,0,0,0,0,0,Removed,N,,,Two are present one is missing,KS TH,6/15/2023,THonnef_clarku,0,0,1,176552.5039,894491.0317,-71.78436097,42.3005486,Abies fraseri,,AP
349,2247,Japanese Tree Lilac,HILMA ST,8,Worcester,Fall 2010,6/25/2015,,,0,,0,,0,0,Removed,NA,,,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,N,,,,AR KS AP NG,6/26/2023,ARichmondCrosset_clarku,0,1,0,175576.3245,894491.6738,-71.79619958,42.30052447,Syringa reticulata,,DC
2316,1054112,Fraser Fir,BEVERLY RD,248,Worcester,Spring 2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,SY,SFR-D,3.3,54,0,0,14,9,Alive,N,1,Good,,KS TH,6/15/2023,THonnef_clarku,0,0,1,176558.8266,894494.4359,-71.78428442,42.30057943,Abies fraseri,,AP
1111,12513,Japanese Tree Lilac,LYNDALE RD,8,Worcester,Fall 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Alive,N,1,Good,,KS TH,6/15/2023,THonnef_clarku,0,1,0,176259.8283,894494.5486,-71.78791052,42.30057142,Syringa reticulata,,DC
1110,12512,Crabapple,LYNDALE RD,8,Worcester,Fall 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-A,3.8,21,0,0,8,9,Alive,Y,1,Good,,CB RC AR,7/6/2023,CBate_clarku,0,1,0,176241.6066,894495.4749,-71.78813154,42.3005792,Malus sylvestris,,DC
1109,12511,Cherry,LYNDALE RD,8,Worcester,Fall 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Alive,N,1,Good,,KS TH,6/15/2023,THonnef_clarku,0,1,0,176267.9754,894495.9157,-71.78781178,42.30058397,Prunus spp.,,DC
2315,1054111,Fraser Fir,BEVERLY RD,248,Worcester,Spring 2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,4.3,54,0,0,16.9,13,Alive,N,1,Good,,KS TH,6/15/2023,THonnef_clarku,0,0,1,176564.1258,894497.1724,-71.78422027,42.30060423,Abies fraseri,,AP
343,2241,Honeylocust,HILMA ST,4,Worcester,Fall 2010,6/25/2015,Back Yard,Single-Family,5,,0,,25.33333333,23.60416667,Alive,N,1,Good," Really big, might be old ",,BY,SFR-D,11.3,54,0,0,33.5,33.5,Alive,N,1,Good,,AR KS AP NG,6/26/2023,ARichmondCrosset_clarku,1,0,0,175550.0433,894497.8887,-71.79651856,42.3005796,Gleditsia triacanthos,,DC
352,2250,Sargent Cherry,HILMA ST,8,Worcester,Fall 2010,6/25/2015,Back Yard,Single-Family,2.2,,0,,15.33333333,11.41666667,Alive,Y,1,Good,  ,,SY,SFR-D,7.9,54,0,0,14.4,17.5,Alive,Y,2,Fair,Bark looks bad,AR KS AP NG,6/26/2023,ARichmondCrosset_clarku,0,1,0,175577.1965,894499.7071,-71.79618934,42.30059682,Prunus sargentii,,DC
2314,1054110,Honeylocust,BEVERLY RD,248,Worcester,Spring 2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,N,,,,KS TH,6/15/2023,THonnef_clarku,1,0,0,176570.0363,894499.8771,-71.7841487,42.30062875,Gleditsia triacanthos,,AP
1443,13895,Honeylocust,BURNCOAT ST,212,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,SY,SFR-D,8.5,54,0,0,35.1,11.5,Alive,N,1,Good,confused about height and a lot of honey locusts,AR CB,6/13/2023,CBate_clarku,1,0,0,176114.9771,894500.8054,-71.78966746,42.30062333,Gleditsia triacanthos,,DC
1442,13894,Honeylocust,BURNCOAT ST,212,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,SY,SFR-D,11.7,0,0,0,35.5,20.1,Alive,N,1,Good,,CB AR,6/13/2023,CBate_clarku,1,0,0,176122.0618,894501.1211,-71.78958155,42.30062639,Gleditsia triacanthos,,DC
2499,14510,Hophornbeam,DICK DR,33,Worcester,Spring 2011,10/7/2015,FY,SFR-D,0.9,4.5,0,,7.25,4.75,Alive,N,1,Good,,between fence and rd left of driveway,FY,SFR-D,2.5,35,NA,NA,13.6,13,Alive,N,1,Good,NA,JA FW,9/27/2023,JaAndrews_clarku,1,0,0,172107.0658,894506.4686,-71.83827351,42.3005415,Ostrya virginiana,,AP
2132,1053169,Scarlet Oak,LYNDALE RD,7,Worcester,Spring 2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-D,0,0,0,0,0,0,Removed,N,,,Removed because of too much snow,KS TH,6/15/2023,THonnef_clarku,1,0,0,176220.6613,894506.7961,-71.78838602,42.30068049,Quercus coccinea,,MW
2313,1054109,Honeylocust,BEVERLY RD,248,Worcester,Spring 2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,N,,,,KS TH,6/15/2023,THonnef_clarku,1,0,0,176566.0765,894506.8488,-71.784197,42.3006914,Gleditsia triacanthos,,AP
2581,11988,Hophornbeam,DUBIEL DR,17,Worcester,Fall 2011,10/7/2015,BY,SFR-D,0, ,0, ,0,0,NA,N,NA,, ,backyd behind pool in wooded area-2 in rt corner,BY,SFR-D,NA,NA,NA,NA,NA,NA,Removed,NA,NA,NA,NA,NA,NA,NA,1,0,0,172282.4466,894507.8785,NA,NA,Ostrya virginiana,,DC
2582,11989,Hophornbeam,DUBIEL DR,17,Worcester,Fall 2011,10/7/2015,BY,SFR-D,0.8,4.5,0,,12,5.13,Alive,N,1,Good,,backyd behind pool in wooded area-in opening,BY,SFR-D,NA,NA,NA,NA,NA,NA,Removed,NA,NA,NA,NA,JA FW,9/27/2023,JaAndrews_clarku,1,0,0,172292.6859,894508.6634,-71.83602252,42.30056786,Ostrya virginiana,,DC
2254,1053829,Zelkova,WHITE AVE,41,Worcester,Spring 2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,N,,,,NG TH,6/29/2023,THonnef_clarku,1,0,0,177516.2422,894508.9985,-71.77267395,42.30073868,Zelkova serrata,,AP
2583,11987,Hophornbeam,DUBIEL DR,17,Worcester,Fall 2011,10/7/2015,BY,SFR-D,0, ,0, ,0,0,NA,N,NA,, ,backyd behind pool in wooded area-2 in rt corner,BY,SFR-D,NA,NA,NA,NA,NA,NA,Removed,NA,NA,NA,NA,NA,NA,NA,1,0,0,172278.6283,894509.0132,NA,NA,Ostrya virginiana,,DC
347,2245,Sargent Cherry,HILMA ST,6,Worcester,Fall 2010,6/25/2015,Front yard,Single-family,0.92,,0.91,,10,7.083333333,Alive,Y,1,Good," Plastic cover around base of tree, needs water, brown leaves ",,FY,SFR-D,8.4,54,1.4,54,19.8,23.5,Alive,Y,1,Good,,AR KS AP NG,6/26/2023,ARichmondCrosset_clarku,0,1,0,175562.9408,894511.2315,-71.79636271,42.30070012,Prunus sargentii,,DC
324,2165,American Arborvitae,GRAYSTONE CIR,31,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Alive,N,,NA,No access,KS TH NG,6/15/2023,THonnef_clarku,0,0,1,176468.0953,894512.1442,-71.78538549,42.30073613,Thuja occidentalis,,DC
2134,1053171,Zelkova,LYNDALE RD,7,Worcester,Spring 2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,N,,,Taken out to build pool,KS TH,6/15/2023,THonnef_clarku,1,0,0,176205.0133,894513.1818,-71.78857606,42.3007375,Zelkova serrata,,MW
1741,15272,Snow Goose Cherry,HILMA ST,4,Worcester,Spring 2011,6/25/2015,Front Yard,No,3.92,,0,,14,14.89583333,Alive,Y,1,Good, weed whacker damage ,,FY,SFR-D,11,47,0,0,15.1,32,Alive,Y,1,Good,,AR KS AP NG,6/26/2023,ARichmondCrosset_clarku,0,1,0,175546.3023,894513.6594,-71.7965646,42.30072146,prunus serrulata,,MW
329,2170,American Arborvitae,GRAYSTONE CIR,31,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Alive,N,,NA,No access,KS TH NG,6/15/2023,THonnef_clarku,0,0,1,176467.0522,894514.3761,-71.78539823,42.30075619,Thuja occidentalis,,DC
1441,13893,American Arborvitae,BURNCOAT ST,212,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,N,,,,CB AR,6/13/2023,CBate_clarku,0,0,1,176111.3982,894515.7442,-71.78971148,42.30075771,Thuja occidentalis,,DC
1444,13896,American Arborvitae,BURNCOAT ST,212,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,N,,,,CB AR,6/13/2023,CBate_clarku,0,0,1,176110.3105,894515.77,-71.78972467,42.30075791,Thuja occidentalis,,DC
1449,13901,American Arborvitae,BURNCOAT ST,212,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,SY,SFR-D,0.9,40,0,0,6.6,3,Alive,N,1,Good,,CB AR,6/13/2023,CBate_clarku,0,0,1,176119.5867,894515.8722,-71.78961218,42.30075912,Thuja occidentalis,,DC
1453,13905,American Arborvitae,BURNCOAT ST,212,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,N,,,,CB AR,6/13/2023,CBate_clarku,0,0,1,176108.211,894515.8952,-71.78975014,42.30075898,Thuja occidentalis,,DC
1445,13897,American Arborvitae,BURNCOAT ST,212,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,SY,SFR-D,0,0,0,0,0,0,Removed,N,,,,CB AR,6/13/2023,CBate_clarku,0,0,1,176112.8335,894515.9341,-71.78969408,42.30075947,Thuja occidentalis,,DC
1448,13900,American Arborvitae,BURNCOAT ST,212,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,SY,SFR-D,1.2,40,1.1,40,6.2,3.5,Alive,N,1,Good,,CB AR,6/13/2023,CBate_clarku,0,0,1,176118.0623,894516.0051,-71.78963067,42.30076027,Thuja occidentalis,,DC
1447,13899,American Arborvitae,BURNCOAT ST,212,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,SY,SFR-D,1,40,0,0,6.5,3.2,Alive,N,1,Good,,CB AR,6/13/2023,CBate_clarku,0,0,1,176115.7987,894516.0868,-71.78965813,42.30076093,Thuja occidentalis,,DC
2312,1054108,Honeylocust,BEVERLY RD,248,Worcester,Spring 2012,,Back Yard,Single-Family,1.55,,NA,,12,9.25,Alive,N,1,Good,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,N,,,,KS TH,6/15/2023,THonnef_clarku,1,0,0,176561.6217,894516.2302,-71.78425141,42.30077573,Gleditsia triacanthos,,AP
1450,13902,American Arborvitae,BURNCOAT ST,212,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,SY,SFR-D,1.3,40,0,0,6.5,3,Alive,N,3,Good,,CB AR,6/13/2023,CBate_clarku,0,0,1,176121.3145,894516.2635,-71.78959124,42.30076269,Thuja occidentalis,,DC
1446,13898,American Arborvitae,BURNCOAT ST,212,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,SY,SFR-D,0,0,0,0,0,0,Removed,N,,,,CB AR,6/13/2023,CBate_clarku,0,0,1,176114.1954,894516.2774,-71.78967758,42.3007626,Thuja occidentalis,,DC
1452,13904,American Arborvitae,BURNCOAT ST,212,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-D,1.3,40,1.1,40,6.5,3,Alive,N,1,Good,,CB AR,6/13/2023,CBate_clarku,0,0,1,176125.1795,894516.5916,-71.78954438,42.30076576,Thuja occidentalis,,DC
1451,13903,American Arborvitae,BURNCOAT ST,212,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,SY,SFR-D,1.4,40,0.7,40,6.5,3,Alive,N,1,Good,,CB AR,6/13/2023,CBate_clarku,0,0,1,176123.3423,894517.012,-71.78956668,42.30076949,Thuja occidentalis,,DC
2253,1053828,Littleleaf Linden,WHITE AVE,41,Worcester,Spring 2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,N,,,,NG TH,6/29/2023,THonnef_clarku,1,0,0,177546.2568,894523.8581,-71.77231052,42.30087332,Tilia cordata,,AP
333,2174,American Arborvitae,GRAYSTONE CIR,31,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Alive,N,,NA,No access,KS TH NG,6/15/2023,THonnef_clarku,0,0,1,176442.785,894528.4444,-71.7856931,42.30088212,Thuja occidentalis,,AP
325,2166,American Arborvitae,GRAYSTONE CIR,31,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Alive,N,,NA,No access,KS TH NG,6/15/2023,THonnef_clarku,0,0,1,176443.3518,894529.2,-71.78568626,42.30088894,Thuja occidentalis,,AP
334,2175,American Arborvitae,GRAYSTONE CIR,31,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Alive,N,,NA,No access,KS TH NG,6/15/2023,THonnef_clarku,0,0,1,176443.8752,894530.286,-71.78567995,42.30089873,Thuja occidentalis,,AP
336,2177,American Arborvitae,GRAYSTONE CIR,31,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Alive,N,,NA,No access,KS TH NG,6/15/2023,THonnef_clarku,0,0,1,176444.8882,894531.805,-71.78566773,42.30091243,Thuja occidentalis,,AP
326,2167,American Arborvitae,GRAYSTONE CIR,31,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Alive,N,,NA,No access,KS TH NG,6/15/2023,THonnef_clarku,0,0,1,176445.697,894532.5592,-71.78565795,42.30091925,Thuja occidentalis,,AP
2252,1053827,Japanese Tree Lilac,WHITE AVE,41,Worcester,Spring 2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-D,0,0,0,0,0,0,Removed,N,,,,NG TH,6/29/2023,THonnef_clarku,0,1,0,177558.3112,894533.4146,-71.7721647,42.3009597,Syringa reticulata,,AP
327,2168,American Arborvitae,GRAYSTONE CIR,31,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Alive,N,,NA,No access,KS TH NG,6/15/2023,THonnef_clarku,0,0,1,176445.6547,894533.4941,-71.7856585,42.30092766,Thuja occidentalis,,AP
